Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
2733,Oceanfront Park,Park,4.7,3655.0,"Park, Tourist attraction","Oceanfront Park, 429 1st St S, Jacksonville Beach, FL 32250",Jacksonville,USA,FL,,Nature,17178.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Oceanfront Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2734,Adventure Landing Jacksonville Beach,Amusement park,4.2,3606.0,"Amusement park, Batting cage center, Event venue, Laser tag center, Miniature golf course, Party planner, Video arcade, Water park","Adventure Landing Jacksonville Beach, 1944 Beach Blvd, Jacksonville Beach, FL 32250",Jacksonville,USA,FL,,Entertainment,15145.2,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Adventure Landing Jacksonville Beach in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2735,The Catty Shack Ranch Wildlife Sanctuary,Wildlife refuge,4.8,2692.0,"Wildlife refuge, Tourist attraction","The Catty Shack Ranch Wildlife Sanctuary, 1860 Starratt Rd, Jacksonville, FL 32226",Jacksonville,USA,FL,,Nature,12921.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","The Catty Shack Ranch Wildlife Sanctuary in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2736,Timucuan Ecological and Historical Preserve,Nature preserve,4.6,2659.0,"Nature preserve, Tourist attraction","Timucuan Ecological and Historical Preserve, 12713 Ft Caroline Rd, Jacksonville, FL 32225",Jacksonville,USA,FL,,Nature,12231.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Timucuan Ecological and Historical Preserve in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2737,South Beach Park and Sunshine Playground,Park,4.8,2229.0,"Park, Public beach, Tourist attraction","South Beach Park and Sunshine Playground, 2514 S Beach Pkwy, Jacksonville Beach, FL 32250",Jacksonville,USA,FL,,Nature,10699.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","South Beach Park and Sunshine Playground in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2738,James Weldon Johnson Park,Park,4.2,2115.0,"Park, Tourist attraction","James Weldon Johnson Park, 135 W Monroe St, Jacksonville, FL 32202",Jacksonville,USA,FL,,Nature,8883.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","James Weldon Johnson Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2739,Southbank Riverwalk,Tourist attraction,4.6,1904.0,Tourist attraction,"Southbank Riverwalk, 1001 Museum Cir, Jacksonville, FL 32207",Jacksonville,USA,FL,,Entertainment,8758.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Southbank Riverwalk in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2740,Riverside Park,Park,4.5,1775.0,"Park, Tourist attraction","Riverside Park, 753 Park St, Jacksonville, FL 32204",Jacksonville,USA,FL,,Nature,7987.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Riverside Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2741,Boone Park,Park,4.6,1682.0,"Park, Tourist attraction","Boone Park, 3700 Park St, Jacksonville, FL 32205",Jacksonville,USA,FL,,Nature,7737.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Boone Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2742,Losco Regional Park,Park,4.6,1630.0,"Park, Tourist attraction","Losco Regional Park, 10931 Hood Rd, Jacksonville, FL 32257",Jacksonville,USA,FL,,Nature,7497.999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Losco Regional Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2743,Big Talbot Island State Park,Park,4.8,1431.0,"Park, Public beach, Tourist attraction","Big Talbot Island State Park, Florida A1A, Jacksonville, FL 32226",Jacksonville,USA,FL,,Nature,6868.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Big Talbot Island State Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2744,Stockton Park,Park,4.6,1408.0,"Park, Tourist attraction","Stockton Park, 4021 Ortega Blvd, Jacksonville, FL 32210",Jacksonville,USA,FL,,Nature,6476.799999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Stockton Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2745,Shipwreck Island Water Park,Water park,4.4,1130.0,"Water park, Tourist attraction","Shipwreck Island Water Park, 1944 Beach Blvd, Jacksonville Beach, FL 32250",Jacksonville,USA,FL,,Entertainment,4972.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Shipwreck Island Water Park in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2746,Fort Caroline National Memorial,Historical landmark,4.7,1124.0,"Historical landmark, Memorial park, Tourist attraction","Fort Caroline National Memorial, 12713 Fort Caroline Rd, Jacksonville, FL 32225",Jacksonville,USA,FL,,Cultural,5282.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Fort Caroline National Memorial in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
2747,Metropolitan Park,Park,4.5,1116.0,"Park, Tourist attraction","Metropolitan Park, 1410 Gator Bowl Blvd, Jacksonville, FL 32202",Jacksonville,USA,FL,,Nature,5022.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Metropolitan Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2748,Treaty Oak,Park,4.7,1057.0,"Park, Tourist attraction","Treaty Oak, 1207 Prudential Dr, Jacksonville, FL 32207",Jacksonville,USA,FL,,Nature,4967.900000000001,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Treaty Oak in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2749,Crystal Springs Park,Park,4.4,1023.0,"Park, Tourist attraction","Crystal Springs Park, 10151 Crystal Springs Rd, Jacksonville, FL 32221",Jacksonville,USA,FL,,Nature,4501.200000000001,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Crystal Springs Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2750,Stinson Park,Park,4.7,1005.0,"Park, Tourist attraction","Stinson Park, 4050 San Juan Ave, Jacksonville, FL 32210",Jacksonville,USA,FL,,Nature,4723.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Stinson Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2751,"Jacksonville's ""Hands On"" Children's Museum",Museum,4.1,983.0,"Museum, Children's museum, Tourist attraction","Jacksonville's ""Hands On"" Children's Museum, 8580 Beach Blvd, Jacksonville, FL 32216",Jacksonville,USA,FL,,Cultural,4030.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jacksonville's ""Hands On"" Children's Museum in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
2752,Walter Jones Historic Park,Park,4.7,904.0,"Park, Tourist attraction","Walter Jones Historic Park, 11964 Mandarin Rd, Jacksonville, FL 32223",Jacksonville,USA,FL,,Nature,4248.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Walter Jones Historic Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2753,Lonnie C. Miller Sr. Regional Park,Park,4.5,883.0,"Park, Tourist attraction","Lonnie C. Miller Sr. Regional Park, 7689 Price Rd, Jacksonville, FL 32209",Jacksonville,USA,FL,,Nature,3973.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Lonnie C. Miller Sr. Regional Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2754,Castaway Island Preserve,Park,4.6,838.0,"Park, Tourist attraction","Castaway Island Preserve, 2885 San Pablo Rd S, Jacksonville, FL 32225",Jacksonville,USA,FL,,Nature,3854.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Castaway Island Preserve in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2755,Tree Hill Nature Center,Nature preserve,4.6,763.0,"Nature preserve, Museum, Non-profit organization, Park, Tourist attraction","Tree Hill Nature Center, 7152 Lone Star Rd, Jacksonville, FL 32211",Jacksonville,USA,FL,,Nature,3509.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Tree Hill Nature Center in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2756,"MOCA (Museum Of Contemporary Art), Jacksonville",Museum,4.4,698.0,"Museum, Art center, Art gallery, Tourist attraction","MOCA (Museum Of Contemporary Art), Jacksonville, 333 N Laura St, Jacksonville, FL 32202",Jacksonville,USA,FL,,Cultural,3071.2000000000003,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","MOCA (Museum Of Contemporary Art), Jacksonville in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
2757,Camp Milton Historic Preserve,Tourist attraction,4.7,417.0,"Tourist attraction, Park","Camp Milton Historic Preserve, 1225 Halsema Rd N, Jacksonville, FL 32220",Jacksonville,USA,FL,,Entertainment,1959.9,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Camp Milton Historic Preserve in Jacksonville, FL is a fun-filled destination with exciting activities and entertainment options."
2758,Balis Park,Park,4.6,361.0,"Park, Tourist attraction","Balis Park, 1999 San Marco Blvd, Jacksonville, FL 32207",Jacksonville,USA,FL,,Nature,1660.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Balis Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2759,Beaches Museum,History museum,4.7,247.0,"History museum, Historical landmark, Historical society, Rail museum, Tourist attraction, Tourist information center, Wedding chapel","Beaches Museum, 381 Beach Blvd, Jacksonville Beach, FL 32250",Jacksonville,USA,FL,,Cultural,1160.9,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Beaches Museum in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
2760,A. Philip Randolph Heritage Park,Park,4.5,215.0,"Park, Tourist attraction","A. Philip Randolph Heritage Park, 1096 A Philip Randolph Blvd, Jacksonville, FL 32206",Jacksonville,USA,FL,,Nature,967.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","A. Philip Randolph Heritage Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2761,Concord Park,Park,4.1,166.0,"Park, Tourist attraction","Concord Park, 7932 Concord Cir, Jacksonville, FL 32208",Jacksonville,USA,FL,,Nature,680.5999999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Concord Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2762,Mandarin Museum and Historical Society,History museum,4.8,140.0,"History museum, Tourist attraction","Mandarin Museum and Historical Society, 11964 Mandarin Rd, Jacksonville, FL 32223",Jacksonville,USA,FL,,Cultural,672.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Mandarin Museum and Historical Society in Jacksonville, FL offers a rich cultural experience, showcasing local heritage and history."
2763,Theodore Roosevelt Area at Timucuan Preserve,Nature preserve,4.8,136.0,"Nature preserve, Tourist attraction","Theodore Roosevelt Area at Timucuan Preserve, 13165 Mt Pleasant Rd, Jacksonville, FL 32225",Jacksonville,USA,FL,,Nature,652.8,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Theodore Roosevelt Area at Timucuan Preserve in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
2764,Jessie Ball DuPont Park,Park,4.8,115.0,"Park, Tourist attraction","Jessie Ball DuPont Park, 1207 Prudential Dr, Jacksonville, FL 32207",Jacksonville,USA,FL,,Nature,552.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jessie Ball DuPont Park in Jacksonville, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
